PIN,Angle between B and C,Angle between B and E,Angle between B and F,Angle between C and E,Angle between C and F,Angle between the projections of B and C on the z=0 plane,Angle between the projections of B and F on the z=0 plane,Angle between the projections of C and E on the z=0 plane,Angle of B strand vector to x axis,Angle of B strand vector to y axis,Angle of B strand vector to z axis,Angle of C strand vector to x axis,Angle of C strand vector to y axis,Angle of C strand vector to z axis,Angle of E strand vector to x axis,Angle of E strand vector to y axis,Angle of E strand vector to z axis,Angle of F strand vector to x axis,Angle of F strand vector to y axis,Angle of F strand vector to z axis,Distance of Center of Mass of B from plane,Distance of Center of Mass of C from plane,Distance of Center of Mass of E from plane,Distance of Center of Mass of F from plane
3F7L_A_2_to_150,2.165265397639705,2.857720561467109,0.8152704986586699,0.7638151608745679,2.665006668640381,2.2548866091784907,0.8406413846713311,0.7500507470463048,1.203240463199525,-0.2890793620729845,-0.2205465465571319,1.203240463199525,-0.2890793620729845,-0.2205465465571319,-1.408427114934756,0.1597480542046154,-0.0288101254369943,0.9686497243176074,0.5220837293833198,-0.2719170289394421,1.1988596760775752,4.009597215412675,4.344391348567549,5.184524253465348
3QEU_D_2_to_109,2.4787607011263515,2.8105424910703363,0.3825498023619218,0.5289883336717285,2.7378451308043656,2.6274235873573346,0.3875853897220411,0.5286496849656233,0.2319051947855968,-1.2557259131715366,-0.2093845618168832,0.2319051947855968,-1.2557259131715366,-0.2093845618168832,-0.2210357997107523,1.3176608744900549,-0.1213522674163327,0.6144078468072927,-0.926303730029446,-0.1700188298109206,5.466508470646808,1.7072795095419169,1.8281379879485111,2.218639824783835
3V6B_R_222_to_326,2.7049195812730993,2.780441807090716,0.2479698760923101,0.4807409101413037,2.8794267597209364,2.9531068689510063,0.2096604482047928,0.462324291403776,-0.5697867533480894,-0.982176755420768,-0.1317311790123367,-0.5697867533480894,-0.982176755420768,-0.1317311790123367,0.8430558707882484,0.7167719658482401,-0.1045017844999334,-0.3657351734788814,-1.2050572020406505,0.001624600235399,9.458698654797592,3.260290181072469,2.792407531722787,3.5054515698537436
3Q1S_L_111_to_210,2.571486947121201,2.802190330773534,0.3509183794816133,0.3722141114272759,2.863019250714544,2.7948789396036475,0.306385979734697,0.3575302849347765,-0.0022658999914813,1.314146129159617,-0.2566397418016561,-0.0022658999914813,1.314146129159617,-0.2566397418016561,-0.0084450587319537,-1.4877705779354011,-0.0825931629675371,-0.3077755554185746,1.25283005328021,-0.0773336908158841,2.894722015650313,0.4165884939229379,7.232555834179429,2.2834722246569688
6JJP_C_35_to_145,2.2791932471111296,2.7863095944173755,0.4822872622657226,0.6413367902723812,2.645770720658602,2.4539817762195204,0.4799699154471565,0.6382899067154579,0.0084823356923444,1.3895909771615462,-0.1810023006013088,0.0084823356923444,1.3895909771615462,-0.1810023006013088,0.0401047220583743,-1.39518612856252,-0.1708765284091742,-0.4689074865371614,1.090138241885338,-0.0979056535876758,0.3663065915329522,0.4652419407201019,2.709680772285686,1.7747878145271347
5FDW_A_183_to_274,2.675453206475297,2.859257658892472,0.2369456993069178,0.1866417664085485,2.7904156578725066,2.845149340844674,0.239508089781811,0.1381150169588285,0.0249674087398135,-1.403436528028347,-0.1654521199780441,0.0249674087398135,-1.403436528028347,-0.1654521199780441,-0.183203559042163,1.3748668800591142,-0.068682823156424,0.2617390610913022,-1.266859090315128,-0.1509419116028887,7.317930556691503,2.330055042138808,1.4106932358508055,0.4482380962758308
4HYT_B_76_to_302,2.197826435657697,2.6791304513645184,0.5771706940351391,0.6644949889105154,2.636567607299411,2.334005429215513,0.5902397475852309,0.6806625092674061,-0.3503692877771862,-1.137527964876003,-0.2441799109287421,-0.3503692877771862,-1.137527964876003,-0.2441799109287421,0.2298379460135053,1.263152690366343,-0.2008325063585809,0.2241056100672869,-1.269103789475425,-0.1985378708601817,6.181605304385795,3.6269586360140287,0.0187399971873964,1.3155810808606347
6HIG_B_35_to_146,2.3837598283062222,2.786273321478068,0.5481414029068487,0.6519575433656372,2.751399349049036,2.4602106418677665,0.5566611722376169,0.6629519335388387,0.0512970421526621,1.396965771787259,-0.1659417948444066,0.0512970421526621,1.396965771787259,-0.1659417948444066,-0.0329844502593354,-1.3789652638391798,-0.1889043371173371,-0.4939407037035104,1.0319950101182571,-0.197519498096419,0.2795659370202316,0.9798119253462448,3.343747147129992,1.5505855014512877
8OR1_A_21_to_132,2.417148659508156,2.9856608492682035,0.525441907513638,0.7054906789844211,2.854540744713492,2.5373916786865753,0.5088942052811133,0.6630511079302052,-0.1249053987007595,1.384829130784336,-0.1370542820747076,-0.1249053987007595,1.384829130784336,-0.1370542820747076,0.0672420454555908,-1.5031452121151947,-0.007417172902131,-0.6349882351109586,0.935808088471527,-5.539091968964627e-05,0.2561220826243448,1.3387515453184875,1.3126066399411134,0.3318988439726122
4UOW_0_3_to_98,2.4747857649597624,2.73621851854697,0.3006452478632693,0.4991976072832401,2.7136538792447844,2.7125144258995593,0.2794488600785972,0.5089845121604991,-0.168569961442673,1.342039802987953,-0.1531608931508132,-0.168569961442673,1.342039802987953,-0.1531608931508132,0.0879783755034224,-1.310447645834643,-0.2443829847895176,-0.4496735128052922,1.1192148274818217,-0.0386886317669217,2.204493460337613,0.3134413595502257,1.741221019215281,1.070213250613244
2CKN_A_14_to_108,2.2885117320800736,2.9630394569666465,0.4588024355065851,0.7332102938023611,2.472848006604123,2.7126866817216215,0.4828587465704557,0.2454515418017527,-0.0797867944819281,-1.1703754372132438,-0.391495056251965,-0.0797867944819281,-1.1703754372132438,-0.391495056251965,-0.0915162519827483,1.2168561022450732,0.3408953409832056,0.3760260621707414,-1.069702047662584,-0.3148782990074494,5.827481533459822,3.344659094935189,0.9308979860614164,0.5412439563742045
3BP7_A_183_to_274,2.7345000887672186,2.866393504389431,0.21768589346075,0.13367873788679,2.842500734924181,2.888528323349188,0.2190810174369949,0.096796896996522,-0.1841926830584985,1.3228425430206174,-0.1640951455340182,-0.1841926830584985,1.3228425430206174,-0.1640951455340182,0.3422935345701139,-1.222320102917072,-0.0628039733998608,-0.4015190862304023,1.1423109011796722,-0.141528654403499,0.9231434251135844,0.539778209015661,4.293803676771184,0.6799444990621492
6C6E_B_3_to_95,2.649600268528483,2.871495642473856,0.3896973448903703,0.329291583095106,2.918295293679003,2.766217224297137,0.3786771451754975,0.3296405977540218,-0.0868268671949876,1.4193858224050666,-0.1237273871600832,-0.0868268671949876,1.4193858224050666,-0.1237273871600832,0.1318740362337187,-1.3760281647266512,-0.1424929645458139,-0.4659943714088821,1.1039104327795148,-0.0267650034987914,1.472749896415431,0.9145184684637396,5.300146428757845,2.003990868397587
6CX7_C_3_to_114,2.3183433826048265,2.8368502510305205,0.5111735711114422,0.6955291316213398,2.7775876026480986,2.4404689506080466,0.4964778695216503,0.693760626751679,0.0846604350448994,-1.3560118013094962,-0.1969153637657903,0.0846604350448994,-1.3560118013094962,-0.1969153637657903,-0.0931511021133126,1.4281337958920122,-0.107738942623121,0.5817010705607955,-0.985435866591606,-0.0580426517425518,5.496780591809998,1.1954310736071685,1.435786247565726,1.9057179888576217
2ESV_D_5_to_115,2.1602172064269443,2.8427307029586375,0.6517184349109482,0.8032375096164805,2.6056353008971747,2.3162723347195544,0.6741404063324923,0.7733898408232119,-0.245645463745082,-1.1981693486232787,-0.2743616673658338,-0.245645463745082,-1.1981693486232787,-0.2743616673658338,0.2034268032344206,1.366354975153297,-0.0200618508997385,0.4058037141205479,-1.0907368872839935,-0.2420552468872905,6.277532045361895,1.5169663003955731,0.1080573203854247,0.7622842977269159
7FJD_g_30_to_102,2.0171528540408485,2.5957138182692603,0.4979171255199155,0.5988877354182857,2.4711116170806613,2.471886244625267,0.4177092195834316,0.2615144928707633,0.0294399825283027,1.1464045577930562,-0.423236043069459,0.0294399825283027,1.1464045577930562,-0.423236043069459,0.37549341129425,-1.1922799788013825,0.0455063634590731,-0.3821711354518533,1.166088095615139,-0.1266648697353716,1.054979771646854,0.588917809863032,0.6810230163791072,1.6991391821560111
1WIO_A_105_to_177,2.483847784114978,2.851602967346615,0.5140753237863709,0.3876160336810391,2.821459155471227,2.721188419103358,0.4820043657131416,0.1778108577520286,-0.2692939596844299,-1.1989534697541138,-0.2500397043366842,-0.2692939596844299,-1.1989534697541138,-0.2500397043366842,0.0354394880183157,1.4780953461529844,0.0856233100475714,0.2035325210068654,-1.3598543459360712,-0.0546516350577206,6.583647143722846,2.7338321456995893,0.4650121691731077,2.9392048258901418
6MU7_H_115_to_209,2.4404028929574673,2.8446854376151105,0.3630105326690805,0.4156550801240216,2.660246560157145,2.705253275154121,0.3582798243014661,0.3113711037163666,0.1440701241145279,-1.3323904164116829,-0.1886148537825658,0.1440701241145279,-1.3323904164116829,-0.1886148537825658,-0.2707457502961969,1.2876133205280564,-0.0809725243815235,0.5016909609202864,-1.0551882068679803,-0.1090222044422253,6.978804566687842,0.9762281350944716,0.5919449889606044,1.376017444961472
7UM7_E_3_to_119,2.2397775646891165,2.840813856179247,0.6647689442928013,0.7339982070260115,2.7507101103814686,2.322770412235089,0.6734101444269958,0.7379820471569587,-0.9834822184308868,-0.5539778684445693,-0.1749682900769875,-0.9834822184308868,-0.5539778684445693,-0.1749682900769875,0.9176446040537402,0.6394978791197263,-0.1148325861335322,-0.3299646626674559,-1.206521805915609,-0.1486930988274151,8.309989529492094,5.008551876020236,0.6553191891538909,2.636854090064694
5D7J_A_2_to_109,2.203903561878658,2.8116542507981395,0.5111191896868081,0.7519926145921894,2.6729012365924087,2.3630837908154825,0.4895950969597416,0.7393941886411595,-0.0435378333640608,1.3362573531256974,-0.2303132533462897,-0.0435378333640608,1.3362573531256974,-0.2303132533462897,0.0834363871489707,-1.4424256547432024,-0.0973298161653088,-0.533073429924519,1.032946572400817,-0.0647901538553921,0.4857108922611977,1.5281905523202883,2.297372105358514,1.149050273561582
6U6V_A_1_to_150,2.2705633638688885,2.8612767351489277,0.5659621583572799,0.7567504836630805,2.6327900269016604,2.373979843864894,0.5774857046904533,0.7541412180659004,-0.0304054170387932,1.3782835431856657,-0.1900369265444581,-0.0304054170387932,1.3782835431856657,-0.1900369265444581,0.0442548123502577,-1.470489039057656,-0.0899580334053709,-0.5886109056164703,0.9223265735549788,-0.2400438148794632,0.5976325966793574,0.8494231574308007,2.287159584670053,1.4937640628139637
2VDQ_L_111_to_211,2.537187290532206,2.8221579637573364,0.4173880786177338,0.4144300401431517,2.861922797199211,2.690239992798255,0.4007687670540805,0.4100368589894901,-0.0068236859248602,1.3657670459149,-0.2049124541863498,-0.0068236859248602,1.3657670459149,-0.2049124541863498,0.0479832530266912,-1.4489928510883234,-0.1118675632919026,-0.406538485548459,1.156673040991257,-0.0745604396066963,2.115005807518532,0.0921498417400873,6.559067217555154,1.6935652207474294
7RDV_C_131_to_203,2.777970792721582,2.7041047525423134,0.209287345529727,0.1953223391947006,2.981644221395129,2.9482440573272104,0.136700151383713,0.1527822557261052,0.9012731092462846,-0.651854989783752,-0.131222034826961,0.9012731092462846,-0.651854989783752,-0.131222034826961,-0.8186937908639105,0.6610005515694561,-0.3044255944726095,0.7752349055680521,-0.7948032544517858,0.0275356706482094,0.5385579769469852,1.6137508998704562,3.429713230894802,4.279308507971131
3RNK_A_34_to_145,2.280620508232166,2.8531712229740793,0.459741880274594,0.7116061662814825,2.586955295863406,2.378741088151279,0.4627415548973645,0.7174899288024467,0.1798347462336196,-1.344782205319254,-0.1354137741778642,0.1798347462336196,-1.344782205319254,-0.1354137741778642,-0.2243040247587771,1.2998333526689665,-0.1494428203178148,0.6307514750863018,-0.9028575491326536,-0.1903855137843724,4.169847669764675,0.0499856936209376,2.341600624848286,1.869789691776904
2D9Q_B_207_to_306,2.45370409224098,2.9283660272941936,0.6793252054903478,0.6037284809052764,2.7642906722856684,2.529546661004097,0.6808213127404651,0.6061162965280293,0.0197520140096443,1.498750087492299,-0.0692767439053643,0.0197520140096443,1.498750087492299,-0.0692767439053643,-0.013726516644259,-1.426266055715825,-0.1438678439713425,-0.6558171221076603,0.901199903116629,-0.1158710085903118,0.1224886369380229,0.5252854721815927,3.650018620642979,2.3747293849718543
7UMG_C_2_to_111,2.2576525183201475,2.8574462290333225,0.3505957098875816,0.7106380849928251,2.5080079345203443,2.3476865881109013,0.3498163727528008,0.722081270291355,-0.0499201834431375,1.4676279256168108,-0.0902114550011063,-0.0499201834431375,1.4676279256168108,-0.0902114550011063,0.1198627292663907,-1.3497798574453967,-0.1847878599385017,-0.3960063531995286,1.1493658360739318,-0.1365942444201808,1.2485151359977744,1.5277048296665694,1.4066890545122543,0.9577345464872584
1F1G_A_1_to_152,2.184618644810426,2.9112135707143674,0.7930575210620386,0.7994807478990679,2.697320666646171,2.2398521988642144,0.8006400690717037,0.7980763444575796,-0.0564280422251626,1.429957125785384,-0.1289028937684282,-0.0564280422251626,1.429957125785384,-0.1289028937684282,0.1600855383200354,-1.3928900141980254,-0.0769455043452924,-0.8282314628835334,0.6911563377738853,-0.2275782529910381,0.8295179915151838,1.7869729788196125,2.381441451735302,1.4386666075095684
8JFZ_D_77_to_305,2.19175800867188,2.6706040150951695,0.5609739540371617,0.6743420024597327,2.604418808363306,2.335033428556936,0.5740150617478992,0.695151882821781,0.9592636462572562,0.5535146285250594,-0.2329195087795894,0.9592636462572562,0.5535146285250594,-0.2329195087795894,-0.8581816494879964,-0.6618676507466978,-0.224941320811685,0.4168316679202974,1.102043918458304,-0.2018253050058787,1.7112926232943495,4.649329361343387,5.502001458621046,7.123103007373753
5YTO_A_2_to_152,2.1824152950450073,2.913853635855525,0.8393749042606065,0.7967225097601005,2.6738615371479,2.245391194166225,0.8506926011201122,0.7899225214346937,0.0634814776508416,-1.4120410378993855,-0.1453132471153499,0.0634814776508416,-1.4120410378993855,-0.1453132471153499,-0.1701652521825036,1.3913997826892688,-0.0562572842678563,0.8737885802285206,-0.6312135541965498,-0.2553973155436684,5.056342993310278,0.424613855445088,1.1024972534259658,3.691310615088272
5VUF_A_183_to_274,2.724894613396069,2.8654533697940088,0.2345644435743501,0.1437228302651413,2.826329740600363,2.8801806556551335,0.2374268837345699,0.1083388281208908,0.5151443822427355,1.0238103726619987,-0.1675326161347299,0.5151443822427355,1.0238103726619987,-0.1675326161347299,-0.3693670900825918,-1.1956419554629585,-0.0626633255903872,0.2821879728802934,1.2460282008704664,-0.1564550255355745,3.5459787932481555,1.1424461841441178,7.503476061438303,3.0298529381990904
7FCQ_H_132_to_226,2.446207194700605,2.864271134098886,0.3839282619810571,0.4230275362068458,2.6171256545424564,2.7142708404254936,0.3867454988836623,0.298093963645397,0.0601235114621272,1.3978069274051093,-0.1620072555360101,0.0601235114621272,1.3978069274051093,-0.1620072555360101,0.0680667639871943,-1.4628988719135645,-0.0835887403170814,-0.3229853708742813,1.2209521209668366,-0.1297330440065278,2.4469197910972564,0.7647109275051646,6.018035929521147,1.271360585542378
1HXM_B_2_to_123,2.1859775632375107,2.8094383962963403,0.3794230939083403,0.7686709949291183,2.5140508800481753,2.3036564027918773,0.3861618121593401,0.7672846794456052,-0.0303200298985444,1.3454413808120904,-0.2232358977624089,-0.0303200298985444,1.3454413808120904,-0.2232358977624089,0.1012187926370016,-1.4272659368840437,-0.1014140102401766,-0.4093788537566678,1.115058886549774,-0.1889362303079427,0.7241259930611612,1.978092512423422,2.023948783888343,0.9484937209975536
2OQJ_B_117_to_225,2.476380650225774,2.85335966093526,0.3586362922700676,0.3849099978691764,2.6245262001148277,2.770291331063198,0.3605399606437491,0.261954945101406,-0.0232421819216552,-1.3993171858684437,-0.1698657145687454,-0.0232421819216552,-1.3993171858684437,-0.1698657145687454,-0.0853607197051928,1.4414193875468522,-0.0969839700061627,0.3339997016296288,-1.2104931299910962,-0.1300907438224208,7.813978124893391,1.64003863331165,1.4735672953812984,0.6662392679482854
1IJ9_A_1_to_90,2.2490847466356105,2.9216562991738138,0.4349208683839018,0.7043946297781579,2.4790901298709223,2.4915584558602792,0.4574402877385343,0.577125249872423,-0.1623331689085749,1.2204639943663658,-0.3076012339456684,-0.1623331689085749,1.2204639943663658,-0.3076012339456684,0.2420849936281366,-1.3082876250481448,0.0995281758554591,-0.5915408600492214,0.876168610762262,-0.3196850964404958,0.3954834888605181,0.9033284266819124,0.4004958660373927,0.0113636949501489
8TBQ_P_33_to_182,2.2326993698547284,2.844255737141386,0.6008840815140978,0.7903817387056008,2.6873311512596665,2.3219436682611163,0.6101718535288114,0.7965840730030863,-0.0134794598957961,1.3975404871248531,-0.172720077813044,-0.0134794598957961,1.3975404871248531,-0.172720077813044,0.0364669289802146,-1.441753159127953,-0.1237280244903331,-0.613356935105033,0.926878393481502,-0.1713265971328625,0.3059342837883386,1.0550958479882142,2.649246791795115,1.1846667499441992
8K3L_A_1_to_152,2.1857494409688796,2.904328348286671,0.8177498283652571,0.773522932950406,2.688243452366286,2.2452587088791125,0.8275434646640976,0.7674942444945859,0.0545431345882849,1.4211690234657235,-0.1391924772461119,0.0545431345882849,1.4211690234657235,-0.1391924772461119,0.0736292871344239,-1.4755909745680609,-0.0602462730182413,-0.7444614060115327,0.7688788155267798,-0.2419521535187119,1.1432785049691567,1.1144417631756716,2.524068121948297,0.984863418077889
5AW4_B_77_to_305,2.2652212719389957,2.710632957123548,0.518224297323021,0.6522492084861715,2.6413426407788365,2.3957860611731707,0.5282218118514168,0.670786229614809,0.0119311088453482,-1.3637152459312607,-0.2067270769557749,0.0119311088453482,-1.3637152459312607,-0.2067270769557749,-0.0851465419622476,1.336485877350713,-0.2177527823634604,0.5300772900271336,-1.0022417371594985,-0.1861650370530487,4.95717848567977,1.497407805962392,1.1362433884904284,0.8136564761179446
2CDE_A_2_to_114,2.2507099003551536,2.8057363363380112,0.5041434285828356,0.7458497914672746,2.7249936413599167,2.3720294937595163,0.4812926944930646,0.7555138751439519,0.1483792524748577,-1.341242407160926,-0.1738501089932598,0.1483792524748577,-1.341242407160926,-0.1738501089932598,-0.1625482459272191,1.3404792436793769,-0.1617150061540433,0.6318737519075706,-0.9386753143419808,-0.0153536017986311,5.331301736353441,0.7513595339620461,1.7435818364781377,2.3747089905082173
8P64_A_7_to_118,2.404208541266948,2.8258081210400188,0.5422700308446892,0.5628775792712255,2.8431328918504652,2.5372949031597205,0.5279015435488965,0.5605146969651734,0.2029904282142902,-1.2917167249037909,-0.1888490432378617,0.2029904282142902,-1.2917167249037909,-0.1888490432378617,-0.2485391021812506,1.2919015255526751,-0.1239138404668958,0.7335785974242233,-0.8349024093140098,-0.0480126423153555,5.242194308702893,0.7630245254947928,0.8365432624224193,2.5581837733268364
7TZG_C_169_to_261,2.2289794845060613,3.002525326947755,0.5719319937504183,0.8137451416839656,2.631358179411471,2.496961124095117,0.5747333535880227,0.4966262840960702,-0.1602677544852684,1.178291853250539,-0.3550358662742292,-0.1602677544852684,1.178291853250539,-0.3550358662742292,0.299221121519958,-1.1026340072504737,0.3486818228643755,-0.727016529331356,0.8031315716846401,-0.2026790362284691,1.2527114141168945,1.3155184154938784,0.9909028600834408,1.139369626549817
1ZGL_P_3_to_118,2.300309649855862,2.7738543786359395,0.504022327698587,0.5395182657429148,2.7374752589009237,2.402856368706948,0.5003960668965297,0.5409684336336101,-0.0061028102471898,-1.40935376029919,-0.1613251493978016,-0.0061028102471898,-1.40935376029919,-0.1613251493978016,-0.1894298653527737,1.328522419276453,-0.1492160002091638,0.4926793343308242,-1.071324217693277,-0.0754831840887846,6.480683468427389,1.6599678682250196,2.0985095681772443,1.288614341983995
3ECU_A_1_to_152,2.1862793262704057,2.8946738975401907,0.8182404070796614,0.7765234250431309,2.6450903285681213,2.251125472560873,0.8258429154256569,0.7735667804010938,-0.0117938189736965,-1.4352189685491132,-0.135057098507106,-0.0117938189736965,-1.4352189685491132,-0.135057098507106,-0.1046390500596869,1.4373074910657355,-0.0825817212325603,0.7772493464470406,-0.7240005304177335,-0.2665692696114554,5.255655251564488,0.7951921860264021,0.891682442220835,3.3916589144991267
3Q2W_A_6_to_100,2.0861543631071897,2.6545096268477097,0.9528656784610372,0.5686710284810397,2.6214734628587255,2.2578778085896394,0.9670473044900372,0.4934520292841452,-0.0312200009203327,-1.3397819891508038,-0.2288188087980709,-0.0312200009203327,-1.3397819891508038,-0.2288188087980709,-0.3573850404495289,1.20676847060274,-0.0662843968352773,0.921632433033776,-0.6284821284018123,-0.1411739556858893,5.437857796528541,0.1035103755146821,2.5590285773243537,2.903224983943551
2OMU_B_7_to_100,2.0894065838057014,2.632664109242504,0.983707307248878,0.5511876853748954,2.558183904404975,2.312307918290739,1.0068072762192473,0.3937680040755967,-0.1741572197494678,-1.2333401186444144,-0.2860071142367493,-0.1741572197494678,-1.2333401186444144,-0.2860071142367493,-0.2538848055863096,1.3165929393373428,0.0124499229960557,0.8089899228537836,-0.7317500269020476,-0.173972334626786,5.2588988014108375,1.1468287901279866,2.1766269779628824,1.8458438645011237
2PYF_A_2_to_114,2.377504523362453,2.9011441101236417,0.5085520759136888,0.6411862696949989,2.7305145090400664,2.5048574239267385,0.5175136024158009,0.6179241145961619,-0.0563543717110157,-1.3484160632426585,-0.2148885688231396,-0.0563543717110157,-1.3484160632426585,-0.2148885688231396,0.0388593760163842,1.524672975692048,-0.0248332634280503,0.4519538377540013,-1.079762760703721,-0.1787703117991581,6.842183334604769,3.0335546571457055,0.9223362566378616,0.7315267645949602
2CRM_A_22_to_112,2.599656904784155,2.793801682543675,0.6109706885208985,0.3999573114452582,2.74562534487005,2.6920558021742487,0.6215960198029202,0.4027180570903161,-0.6435597936410589,0.8963664853382182,-0.1737429019248917,-0.6435597936410589,0.8963664853382182,-0.1737429019248917,0.689637687898461,-0.851841444468318,-0.1709138940942423,-1.2021841238597708,0.2864656278287047,-0.2254885126365455,3.0488748364877742,3.871602352447008,0.5735072228780322,2.5272891665476727
2NZI_A_95_to_194,2.490343856021205,2.785343951806386,0.2806353443474221,0.6316648058571598,2.7318995935534733,2.740811498919039,0.245384616113293,0.6094016318586579,0.0840551851206858,-1.3935665594392757,-0.1556576325604985,0.0840551851206858,-1.3935665594392757,-0.1556576325604985,0.1224268740898719,1.3890477636422534,-0.1336522537725826,0.330418534092058,-1.2398801965235688,-0.0174825658460362,7.183496177643555,1.9399404516499024,2.0200163251730197,1.1204291760771152
4HS6_A_3_to_107,2.2657204876616537,2.9546397273565916,0.4451456061681563,0.7667465616433882,2.6402238015641517,2.394218670213814,0.4456655148026649,0.7220147088002498,-0.0003612420258891,1.3822903397091184,-0.1885056326159713,-0.0003612420258891,1.3822903397091184,-0.1885056326159713,0.025726894568955,-1.5448636612120916,0.0032596549162826,-0.4424886434385158,1.109490723742913,-0.1218879018836454,0.4325335976823081,1.0262203362769686,2.881555810447838,1.0717484727587758
7T8E_A_1_to_152,2.188441220211248,2.923798927091568,0.8521109633484686,0.7963276580601106,2.6936452679205747,2.2498239203809645,0.8626950595824439,0.7887905448366397,-0.0272564640985886,1.4312092478436056,-0.1368659017898115,-0.0272564640985886,1.4312092478436056,-0.1368659017898115,0.130292297782947,-1.4291798250251229,-0.0551758221230165,-0.8573584390243498,0.6588110628319812,-0.2334743870280242,0.7660641549705982,1.6343183999834938,2.375775523853788,1.206041637144348
2ILL_A_96_to_195,2.4790151496334065,2.7093207115631537,0.2986159342573663,0.6699781828574785,2.738663596993019,2.7408040245921113,0.2595242704589443,0.6601315470575778,-0.0538179864755412,1.3344917905214817,-0.229866722104461,-0.0538179864755412,1.3344917905214817,-0.229866722104461,-0.2026487274611388,-1.3358441269251564,-0.1172590692785626,-0.3138463212753015,1.247146481718082,-0.0764604681582121,1.8941198215048995,0.0385781363248739,2.1551846486150894,1.8946437799576843
6BNL_C_2_to_116,2.3248534073002203,2.840804969095246,0.4947986308281312,0.7090805858436883,2.769086431806765,2.449129867878458,0.4805358903723389,0.7065487816671951,-0.074308691190841,1.3599201275887385,-0.1969800447152256,-0.074308691190841,1.3599201275887385,-0.1969800447152256,0.0613603679745957,-1.4503785417587522,-0.103480852457604,-0.5551157588492033,1.011394682440223,-0.0620674191863133,0.7403053992789171,0.9869511894645664,2.4867773776440383,1.284854337439511
6IW0_L_3_to_106,2.202558458979676,2.9354604054450255,0.4563279103043444,0.8228858700921926,2.6038689838588027,2.3027081396402296,0.455969503500808,0.8027860298217104,0.0254993043096578,-1.420533835051082,-0.148050665228588,0.0254993043096578,-1.420533835051082,-0.148050665228588,-0.0617864884946768,1.488086984566383,-0.0549141676838542,0.479636016879744,-1.0813609046493804,-0.0899997719248173,5.968396081649843,0.7286272650008216,1.4961687565345398,1.5209404905388295
3E6H_A_183_to_274,2.679362134893897,2.8279101851107233,0.2314000217740901,0.148553791682566,2.8130447717847495,2.8802671119408183,0.2281049082915789,0.0833666468433882,-0.7196045528206163,0.8111931648501909,-0.2008990215243169,-0.7196045528206163,0.8111931648501909,-0.2008990215243169,0.9135048820577684,-0.653805507806053,-0.0580760469796837,-0.9507439006999556,0.5976756293090917,-0.1454075405021764,2.7664071183679546,2.2427481788583683,0.8063102449846623,1.2412096488109032
2DBJ_A_24_to_116,2.532907973608539,2.7035915669295254,0.6635690475608872,0.3122220817255989,2.8024019887332643,2.640209767368765,0.6747663512344011,0.3122288613123427,-0.0147472092736418,-1.3438216838474055,-0.2264782305024077,-0.0147472092736418,-1.3438216838474055,-0.2264782305024077,-0.1715103238880773,1.3286747820234692,-0.1692037401330395,0.6486878589201965,-0.8930981688120836,-0.1685593016938436,4.683183139668762,2.5053561729009375,2.505467164859807,1.0037884090244809
2B5I_C_135_to_224,2.3708894391787094,2.78622467138303,0.6699120076322767,0.4261903294905326,2.80380738815968,2.4771202903250633,0.6808224473996235,0.395746426538536,-0.3196179526993215,1.1741535533206209,-0.2267082567315954,-0.3196179526993215,1.1741535533206209,-0.2267082567315954,0.5970238340286025,-0.9736966023613244,-0.0084006942744088,-0.9877369579943278,0.5530551518808422,-0.1657115018922681,0.6071100944365438,2.520368802434083,0.121783729172779,1.2137458726966432
1SXC_A_2_to_150,2.174002632471238,2.8880991021230766,0.8485639193620592,0.7796539439743055,2.668410844576906,2.260277584517918,0.8726032739159356,0.762624425508425,0.1880521117547435,1.289172443893854,-0.2071195170477988,0.1880521117547435,1.289172443893854,-0.2071195170477988,-0.0735081806176449,-1.4952755698297349,-0.0172873562248605,-0.6520356358081947,0.8477286015795433,-0.2670132683793265,2.2582613829942293,0.4322141501738401,3.0739763157500017,0.4257353566618433
4NUJ_B_117_to_211,2.4758936558035765,2.8491107973130205,0.3078828787108609,0.3733926287671959,2.6377771890663153,2.7930199880477016,0.3029293334493249,0.2072898466864322,-0.0934980082186591,-1.3725768208488645,-0.1742665001761547,-0.0934980082186591,-1.3725768208488645,-0.1742665001761547,-0.0461862999290541,1.4765227524384004,-0.0821261277228362,0.2068353365715689,-1.338317080879066,-0.104620882727783,8.273956393702049,1.821467280371572,1.5081638654975729,0.2299442778582182
3SKJ_L_111_to_211,2.5779755669204265,2.8096128669737284,0.3024458307047309,0.3934231670570823,2.8525995645559843,2.7765835771381564,0.2576921675759346,0.3850027760768942,-0.0292593941755294,1.3387602781475691,-0.2301165271036915,-0.0292593941755294,1.3387602781475691,-0.2301165271036915,0.0100065620456044,-1.4690310417705228,-0.1012687219298247,-0.2870846056819334,1.275617274256796,-0.0667670380594718,3.2196121176839365,0.0299455665882823,7.129563079425317,2.1936520097051955
1T6V_N_2_to_113,2.251596801158367,2.8210511584163434,0.6252476147320947,0.655075490006171,2.746828396630066,2.3698509743308342,0.621963565564481,0.6531026128560596,0.3090228955047338,1.2245772422581946,-0.1511078292517247,0.3090228955047338,1.2245772422581946,-0.1511078292517247,-0.1919510223810592,-1.3279933742342211,-0.1468451775753327,-0.3087270751213831,1.256371557192035,-0.0576960507620718,1.6257216614642418,1.0092063237019406,5.098694885887409,3.0861170818200088
