PIN,Angle between B and C,Angle between B and E,Angle between B and F,Angle between C and E,Angle between C and F,Angle between the projections of B and C on the z=0 plane,Angle between the projections of B and F on the z=0 plane,Angle between the projections of C and E on the z=0 plane,Angle of B strand vector to x axis,Angle of B strand vector to y axis,Angle of B strand vector to z axis,Angle of C strand vector to x axis,Angle of C strand vector to y axis,Angle of C strand vector to z axis,Angle of E strand vector to x axis,Angle of E strand vector to y axis,Angle of E strand vector to z axis,Angle of F strand vector to x axis,Angle of F strand vector to y axis,Angle of F strand vector to z axis,Distance of Center of Mass of B from plane,Distance of Center of Mass of C from plane,Distance of Center of Mass of E from plane,Distance of Center of Mass of F from plane
1V7N_H_2_to_115,2.1544906260457433,2.856014574043667,0.5159723063503584,0.7874785240644704,2.6308921570836667,2.265641155986754,0.5014243908572776,0.7857666876228897,-0.0431183168808684,1.4361632359286034,-0.1274620388691236,-0.0431183168808684,1.4361632359286034,-0.1274620388691236,0.1322722794397917,-1.3749383049661104,-0.1435950417105793,-0.5448955633476613,1.0259007074774176,-0.0002227530945881,1.0594601747976633,2.0386786198124978,2.175785999968916,1.2926582157922144
3KNB_B_12_to_104,2.4188048097747794,2.7571110760777047,0.3188796250799518,0.5361711734662004,2.6659956134593297,2.6509982150078373,0.3043512010870283,0.5393623770538996,0.8554575906280326,0.6926844130575763,-0.1500717322676625,0.8554575906280326,0.6926844130575763,-0.1500717322676625,-0.8833595403288514,-0.6331467069062864,-0.2313475897545742,0.5635067998493104,1.00455384000632,-0.0497587737049409,4.124495541758926,2.7397260849086464,4.481404028143717,5.741714845377792
6PV9_A_21_to_132,2.422047562178019,2.864706106783025,0.5230559811929836,0.630165042808527,2.8609156473449864,2.579150236101839,0.4949216114433117,0.6109604320959535,-0.0045692638933489,1.3542764299830143,-0.2164701382672587,-0.0045692638933489,1.3542764299830143,-0.2164701382672587,-0.0437703358691101,-1.4995440336999986,-0.0561872332640527,-0.4992822444787803,1.0701302740719305,-0.0341298648658141,0.1573288861053612,0.9099163649319668,2.850938000952965,1.21349928201443
1YO4_A_-2_to_65,2.656864514069722,2.4906774387722335,0.373816804403212,0.2101994392272882,2.749833285614239,3.103908588450403,0.2829075422286308,0.1381763061046494,0.3460274932756264,-1.0274393295032471,-0.4008682202341482,0.3460274932756264,-1.0274393295032471,-0.4008682202341482,-0.4626447581607227,1.039274448912813,-0.2425683277066708,0.652160454832083,-0.8974376129957817,-0.1438914801704571,2.6225026094372805,0.4938148114696001,1.8076691941379472,1.572943123632332
8PG0_L_3_to_105,2.235592822538845,2.7689434440289307,0.4616599884748694,0.7664010887123323,2.6086690135525563,2.4105460752365753,0.4554971493252061,0.7800375946007803,-0.1606961799403914,1.3364677543534889,-0.1690612334114898,-0.1606961799403914,1.3364677543534889,-0.1690612334114898,0.1117580487993461,-1.3406020624231298,-0.2003914431101243,-0.6165616955263746,0.94836408440918,-0.0745695345510963,0.7595107239561513,1.708189820858897,2.2196988948125127,1.2847513463816256
6ARQ_D_239_to_330,2.20215174672731,2.811876534528894,0.3862312678464701,0.6208327214059854,2.561089278487428,2.3436095337317475,0.3728573947687592,0.5699771454198226,-0.0441353454367434,1.386131398225659,-0.1791949618956536,-0.0441353454367434,1.386131398225659,-0.1791949618956536,0.2723583412718344,-1.2916012815011872,-0.0598896130491974,-0.4166951881974992,1.1479543582885332,-0.0676921272216797,2.2097689259965683,0.6221429958357847,1.298705786170871,2.107743304952592
7CRG_A_433_to_550,2.362945343171685,2.8296353135377506,0.7858976007644936,0.9396869584598976,2.8909640719366685,2.385431703171051,0.7861369538238683,0.9546913461267024,0.4628195220135149,-1.1057714037366986,-0.042024818136318,0.4628195220135149,-1.1057714037366986,-0.042024818136318,-0.2593562100137576,1.2407174878615368,-0.1995162647232717,1.2360238700854949,-0.3198870483951945,-0.0953453888770274,1.6797714188740225,0.4652079398393469,2.998095181565992,4.576133954916731
3ARG_C_2_to_116,2.286755127519721,2.8416675912500513,0.5416653496965349,0.708490270840813,2.7745963372560936,2.434442433454962,0.5150560723768799,0.6981008293724438,-0.1080870065849779,-1.3498682453825963,-0.1919189503208005,-0.1080870065849779,-1.3498682453825963,-0.1919189503208005,0.1004779058827731,1.423110692622476,-0.10787083022442,0.4048980820748968,-1.165632481038409,-0.0138749026901336,6.111631712245274,1.8571239429859183,0.812559668873932,1.143046364356609
6A0X_A_117_to_210,2.564966252739821,2.848076503917893,0.3297079822812925,0.3185208639370588,2.681722383375527,2.838620648068558,0.3316238407137762,0.2513679460106332,-0.0038845042277013,1.405363581808946,-0.1653862903305003,-0.0038845042277013,1.405363581808946,-0.1653862903305003,0.0551182061981618,-1.4353554958540982,-0.1235920634103568,-0.3325652486336803,1.2113944850612115,-0.1312239615939607,2.308163968158119,0.9965617946846532,7.10234109724604,1.4998191671604777
2ZOW_A_2_to_150,2.18783262870033,2.8964810226223374,0.8380208226717859,0.7767345189556002,2.669614389454269,2.2663947927021932,0.858610270588255,0.7633580442605895,0.217138934182933,-1.27986069252694,-0.1905425992886145,0.217138934182933,-1.27986069252694,-0.1905425992886145,-0.3329126473503532,1.236628438647982,-0.0278713496444018,1.0157379226672334,-0.4716756010527101,-0.2702238071373786,4.741606204860184,0.2475759680910025,1.2480110164650162,4.2882187370637075
4B3E_A_1_to_152,2.1834475802236013,2.905655327252463,0.828599543934033,0.7891138417029314,2.6864454680242433,2.246749435449092,0.8396510186944418,0.7838408048831095,-0.1281070522898382,-1.3779602487758869,-0.1433373394383417,-0.1281070522898382,-1.3779602487758869,-0.1433373394383417,0.0184004863402598,1.503225530012343,-0.0650098353650354,0.6860437044149432,-0.8281741036949999,-0.2388618859444466,5.766826565947397,1.4772362224577995,0.4789877618526252,2.999780320070464
7MRK_D_808_to_899,2.3500050053699812,2.84271080201471,0.8388674021409723,0.7071405697021805,2.7078513488027056,2.4200765465510985,0.8509999961855828,0.7170629480574269,-0.1255691284899571,1.3771546294876045,-0.1466270564655649,-0.1255691284899571,1.3771546294876045,-0.1466270564655649,0.1298636617440085,-1.3700438445915428,-0.1522218661430172,-0.9406983553535508,0.5755918392332213,-0.2275425675764812,0.610735510362678,1.466502940106149,1.5088102455598087,0.1131157346685949
7N3D_L_3_to_106,2.2172660958092383,2.925805987712191,0.5185736826528172,0.8211331990843086,2.6586962533725087,2.3308546818455573,0.5198179739909062,0.7959947069145636,0.0686380137797952,-1.3724763785606728,-0.1857665681762108,0.0686380137797952,-1.3724763785606728,-0.1857665681762108,-0.0845478703066804,1.481219572751433,-0.0295209041235262,0.5852554653430608,-0.971355401679757,-0.1148856821452519,5.691737900681378,0.6667387267506051,1.627690880312846,1.866491023914578
1PVH_A_202_to_301,2.345121015393503,2.787467995670405,0.7284856345227116,0.6365644600418173,2.774495241235816,2.4362205616389243,0.739236873792518,0.6480054940825056,-0.1446460511795031,1.3436391390128488,-0.1739128377652217,-0.1446460511795031,1.3436391390128488,-0.1739128377652217,0.2010603441142144,-1.302255799958921,-0.1755823945365102,-0.8703461236660117,0.674115922100667,-0.1614042833713971,0.1763054898751752,1.8093101144801136,2.4991978131640975,0.1459230006619008
2JCW_A_1_to_152,2.186478774251862,2.915944120878962,0.7945478922128708,0.7923512707951125,2.6839177168745127,2.2422000018923716,0.8017278757253947,0.788444109249733,0.1813510472428925,-1.34654708800557,-0.1304510596355428,0.1813510472428925,-1.34654708800557,-0.1304510596355428,-0.2932089222985801,1.2697780008238353,-0.0661708595801129,0.9418575727537104,-0.5668002099220328,-0.2427558911297296,4.523468036739033,0.1386910141774987,1.357338929347606,3.994916604590737
7Q99_D_3_to_109,2.464129389984419,2.8747067796191175,0.4076924183178322,0.5337558166146245,2.7226808573517913,2.601161937221278,0.4163537162196548,0.5177206193742961,0.073153204596948,-1.346163841192347,-0.2120003915350667,0.073153204596948,-1.346163841192347,-0.2120003915350667,-0.0973994034469012,1.459380360940023,-0.053929331472734,0.4806858856520557,-1.0439924586026592,-0.1987357681173069,6.029900682972541,2.468784154510959,1.2503204787253634,1.3576698767653743
1IRA_Y_3_to_95,2.350146808967422,2.895018221966066,0.4000226328103931,0.5919933753889303,2.626480664127279,2.603715417953576,0.3948088175951246,0.4922115551586087,0.1193725070306284,-1.3219703548215098,-0.2172622310468166,0.1193725070306284,-1.3219703548215098,-0.2172622310468166,-0.1678728491059407,1.401020897478718,-0.0251077291522596,0.5127476133251156,-1.0405000509884703,-0.1234401441584431,7.592143972520752,0.8022730447702896,2.635691314384833,1.2728136989845804
5GGT_A_21_to_132,2.3642690367896777,2.8107711783294453,0.5671606335949942,0.5914899440070043,2.841459277110536,2.5294471449694567,0.5373656841604968,0.5809748166707686,0.0551005531379109,-1.3408708827610791,-0.2229942872017478,0.0551005531379109,-1.3408708827610791,-0.2229942872017478,-0.0871748501094038,1.433054911200808,-0.1063738908006575,0.5936228517497026,-0.976395004428519,-0.0268758016443171,5.997845659125435,1.3428897318258934,0.029002103645312,1.8626182197222156
1DQD_L_2_to_105,2.185941133201979,2.9454321839180846,0.4618158873616386,0.8306778102914565,2.551332361618668,2.293361792419468,0.4697086218219334,0.7975838669620525,0.0727131729727721,-1.374489044487647,-0.1820176712161736,0.0727131729727721,-1.374489044487647,-0.1820176712161736,-0.124580160883019,1.4459843803191237,-0.0075636785171233,0.533712813632603,-1.00046514336307,-0.1818153062517566,5.894276522231739,0.7682611676943433,1.7033717990888555,1.7921539121650738
7CMF_A_6_to_100,2.0958640956165664,2.66682018986093,0.9076104705937956,0.5709841984458325,2.6106026803870117,2.2912740033162007,0.9217213748551522,0.4747473761897113,0.3411182192262934,-1.1403083797124447,-0.25212915893237,0.3411182192262934,-1.1403083797124447,-0.25212915893237,-0.7274887678293562,0.8414679446904249,-0.0427643693068211,1.240788015466567,-0.2930329821202591,-0.147402097631248,3.996401695418175,1.669742610925547,2.4177885074389707,5.019114164693321
2Z7W_A_2_to_150,2.1891242619647904,2.9055011961685624,0.84036945157499,0.7633609051476656,2.689847708049846,2.2673364442720336,0.858370458736802,0.744856868720397,0.1655740703055679,-1.3252638937373082,-0.1796239110598487,0.1655740703055679,-1.3252638937373082,-0.1796239110598487,-0.2976553762846359,1.2725467377207136,-0.0182631795393215,0.9810242204664068,-0.5268705694201516,-0.2399687461619992,5.033929673045566,0.0589300733376429,0.3672179395086553,4.157383979377777
3T5W_A_1_to_152,2.1872809031837477,2.913190271382085,0.8384519127797501,0.7905227083591672,2.6846560946605944,2.248867331167372,0.8492956645190711,0.7844661454694539,0.0191507639002375,-1.427691475005585,-0.1418001523405803,0.0191507639002375,-1.427691475005585,-0.1418001523405803,-0.1273773629338159,1.430085466231289,-0.0594638576355359,0.8337810026990893,-0.676964148480399,-0.2459440890634983,5.194265188152014,0.6670378229373016,0.9800814597996306,3.5418210275951956
1P1V_A_2_to_152,2.188336143313814,2.90973742960123,0.8279064816772485,0.7871493320297895,2.691350350972596,2.250925054933553,0.8383868859538642,0.7817147123949785,0.0455355454628652,-1.4236231505272148,-0.1398540136717265,0.0455355454628652,-1.4236231505272148,-0.1398540136717265,-0.1546084111797352,1.4028966607479791,-0.0649493548650359,0.8518682922800526,-0.6643728046491191,-0.2335754783512282,5.166590899381599,0.6384903943680448,1.0143957038144356,3.666048996037014
2GK2_A_1_to_107,2.3632627902136134,2.865284037487975,0.6906966223313803,0.5114905291572942,2.6910910148687073,2.631223440866005,0.6950172684411748,0.2791821179182865,-0.4408588667554598,0.975961748636696,-0.3717229013764371,-0.4408588667554598,0.975961748636696,-0.3717229013764371,0.6889687899199184,-0.8394179204977235,0.2061968648073693,-1.131059029718116,0.3926218806282309,-0.1877286129173168,3.760352213660694,3.3745384866314403,0.4211555535878612,1.9025570324333632
2NY3_C_2113_to_2213,2.54806645071181,2.798376162482457,0.3479739715493075,0.397896262330944,2.8555536509661517,2.7817427731697446,0.2909658235253339,0.3802319333320822,0.0798734070185827,-1.3037560474620342,-0.2542565168498207,0.0798734070185827,-1.3037560474620342,-0.2542565168498207,-0.0619076828972204,1.4628107127672727,-0.0883644280194837,0.3728537354750429,-1.1931223866245433,-0.0573680666333351,8.688034580636156,2.0539071596072542,2.057976731915005,0.6030685017778131
3U9U_B_2_to_111,2.2154223741313106,2.9008500108227975,0.4914950727479854,0.7919686942661354,2.607506045428061,2.347516423589362,0.4921423501291088,0.7712552589989846,0.0818177866909173,-1.4035042048929571,-0.145590725140605,0.0818177866909173,-1.4035042048929571,-0.145590725140605,-0.1050473203877442,1.429549987150151,-0.0940737640867301,0.5721097752685406,-0.9894873306754935,-0.0918317769457071,5.490237257660567,0.3876328984272253,1.6437748046307157,2.0944383978333683
1WIO_A_1_to_102,2.2844583568771424,2.9753021239104167,0.3718397853645674,0.7307951781967635,2.6210718953807937,2.455140493951472,0.3582566599996458,0.6416565463871496,-0.0942569465588811,1.323102770073466,-0.2283632732040112,-0.0942569465588811,1.323102770073466,-0.2283632732040112,0.1412425730193351,-1.4138083109572293,0.0680693328232242,-0.4520242598398303,1.103339791359017,-0.1110096271996381,0.3321226581250386,1.112163370391276,0.6891721416530326,0.688855636933507
8HSO_A_188_to_279,2.692125663350421,2.8405246778450866,0.2847435204399768,0.1519800424280111,2.842787579646963,2.7967412827692444,0.2879683147713647,0.1325659069241594,-0.0549842601745831,-1.4127772215097028,-0.1479935986084632,-0.0549842601745831,-1.4127772215097028,-0.1479935986084632,-0.1563481493686065,1.40084680711675,-0.066075527085887,0.2296602392493538,-1.294059470294198,-0.1516605774944615,7.376185598975252,2.755896253592276,1.4328689505618766,0.6322466239132684
1FYT_D_1_to_116,2.3644647156637983,2.8623766318023325,0.445452332502821,0.6461726446335857,2.7476283813896725,2.5676344748097266,0.4170499269450755,0.6050913189038212,-0.2388586863842539,1.2345501275883282,-0.232049973685269,-0.2388586863842539,1.2345501275883282,-0.232049973685269,0.2142126523232499,-1.3516672771931342,-0.0454514948289073,-0.6610960330541089,0.90567430896389,-0.0625400325882465,0.0197836950477154,1.300897887306271,1.7017208764870564,0.716988113846794
6ADB_C_125_to_218,2.5310829212554244,2.8278275928026604,0.3221086301980095,0.3334954737571773,2.6543844134238435,2.804984005254313,0.3251092216766599,0.2707982837329806,0.0675569877743968,-1.3882712840327538,-0.1693010930748506,0.0675569877743968,-1.3882712840327538,-0.1693010930748506,-0.1330723979186687,1.3788242444323522,-0.1375419550864329,0.3893693690510811,-1.1530229114834296,-0.1437209622568231,7.166344373446873,1.0328373044840529,1.8553945136113297,0.495177232304395
8OTY_A_12_to_100,2.553268983367221,2.870075966201884,0.6476061261843707,0.5345501605310589,2.7669817759960003,2.624259084786448,0.6530856425536931,0.5405571989169249,0.2757732371967258,1.2654644149026335,-0.1277196840422767,0.2757732371967258,1.2654644149026335,-0.1277196840422767,-0.2981593184683124,-1.2382801940853438,-0.1428081314462093,-0.3676380214112598,1.1508529904646707,-0.193690505984085,0.9608758510608096,2.311595042587214,2.195028395937876,3.52770196801618
1HNF_A_109_to_180,2.503147437701849,2.894897475009109,0.3092877178478313,0.4057210410463787,2.6562833216266424,2.815025332254895,0.3044244210738387,0.2665668822890915,0.1275532324803938,1.3632814159511937,-0.1627861022265533,0.1275532324803938,1.3632814159511937,-0.1627861022265533,-0.069068019435367,-1.4676012197403736,-0.0765513497733214,-0.1743513376005834,1.3716720087283767,-0.0952100145868697,0.1247271388738552,1.10131354347721,0.4807382041348806,4.221146745305087
7UE9_H_2_to_110,2.1809790259395205,2.763746714495342,0.5180296701878493,0.7691035954756114,2.655794626642856,2.290455808258752,0.5074808186981383,0.7926273196094104,0.0163174047179841,1.4136706198908302,-0.1562621045597914,0.0163174047179841,1.4136706198908302,-0.1562621045597914,0.0410047392312096,-1.3497513293699377,-0.2170839670484579,-0.4905449362927623,1.078376398112853,-0.0395104692626189,1.7955414065147195,1.623237958652064,2.909418277703423,1.2136376212239492
4A7Q_A_1_to_152,2.194566597476287,2.905596259791015,0.8267584003950451,0.7765909740206384,2.695060505963813,2.2608651908896484,0.8365955658930582,0.7713450635620042,-0.0045834405704432,-1.4361299341021412,-0.1345874196994305,-0.0045834405704432,-1.4361299341021412,-0.1345874196994305,-0.1044642378262519,1.44223622843834,-0.0746595935095628,0.8067846651882525,-0.7178391156612438,-0.2160926033324268,5.259758280776503,0.9563724476342012,0.9737601662644556,3.58683560225232
1SXB_A_2_to_150,2.171650930574488,2.8874113993541273,0.8481107523945955,0.7798954801422386,2.6656570422336543,2.2576701996536124,0.872520880934051,0.7625885284605636,0.1915340869284771,1.2858694712807417,-0.2083152655664046,0.1915340869284771,1.2858694712807417,-0.2083152655664046,-0.074477865631696,-1.4947203805192388,-0.0154825159169307,-0.6477446996124412,0.8499007975942665,-0.2708771417822009,2.2476874445179873,0.3993476259118518,3.0452961876760707,0.3919862965702265
3DGG_B_2_to_118,2.193990254850103,2.7748041136835107,0.5511999810212102,0.7173279707710166,2.629699624915545,2.303641023807936,0.5583528656822924,0.7287014831137997,-0.0194882449185493,1.39018529451205,-0.1795334684814205,-0.0194882449185493,1.39018529451205,-0.1795334684814205,0.1271690256456632,-1.3571151082872843,-0.170781830441548,-0.570687515412458,0.9752765549352802,-0.1516603646242076,0.7299551789589517,1.7631102859332628,2.3937685440788683,0.8064031174902059
5AW3_B_77_to_305,2.265218517351485,2.710641374754581,0.5182353670159066,0.6523554435712572,2.6413528512638105,2.3957629129408824,0.528231703522303,0.6709014601003291,0.012227176085239,-1.3637229641247557,-0.206701544488387,0.012227176085239,-1.3637229641247557,-0.206701544488387,-0.0853512727806666,1.336378153580401,-0.2177857930948559,0.5303835984984542,-1.0019517581570714,-0.1861537387286191,4.956534697991969,1.494915963502599,1.1377075296742702,0.8162205403382408
7DDH_B_76_to_303,2.2150276847236454,2.7211458607382495,0.5691928508377481,0.6664868490117677,2.594779660769014,2.3434312486600666,0.5820834708690669,0.6827764295090236,-0.079534031003966,1.354150678003347,-0.2010854273778448,-0.079534031003966,1.354150678003347,-0.2010854273778448,0.1924530508525919,-1.2888590730821088,-0.203443839750008,-0.644675388009257,0.8774582863050344,-0.2193117560863937,0.3384834344778132,1.358418852654859,2.435726346065,0.3715754559204589
8CCX_A_2_to_152,2.1922002338484288,2.904725860886213,0.8264926210475909,0.780089331420715,2.6952639891836694,2.255797853822363,0.8374108919134418,0.7751256598461953,0.0023595435659773,-1.42876250896764,-0.1420139514060325,0.0023595435659773,-1.42876250896764,-0.1420139514060325,-0.1127936891380656,1.43917011953285,-0.0675575077769676,0.8107559970800404,-0.7075219680496132,-0.2305422565020018,5.252666449059386,0.8698286204703672,0.8861171747148885,3.519057262471764
1KB5_B_3_to_116,2.3666016653124227,2.749114185709113,0.4834373551652557,0.489660160161116,2.729593661822196,2.5271732135119733,0.4802143177638391,0.4916480702306033,-0.0757929354524549,-1.3639874074805398,-0.192044910621379,-0.0757929354524549,-1.3639874074805398,-0.192044910621379,-0.04481168114431,1.3842385103184889,-0.1809728292070351,0.4008261552939161,-1.1559995788287605,-0.1010300676926923,5.8860797325959355,2.272187055634099,1.3063267820632938,0.6014565098062672
2P5E_D_2_to_113,2.3867983161403443,2.9016778324822674,0.4861707706230905,0.616329873705806,2.7414468848653737,2.5077122863244496,0.4930705061348995,0.5946429410839187,0.1014875451257786,-1.3395905863408235,-0.2070135651435973,0.1014875451257786,-1.3395905863408235,-0.2070135651435973,-0.1428834563749654,1.424814778990306,-0.0297118563548164,0.5875795429163846,-0.9543075336899314,-0.1650134505422205,6.211313230370631,2.2115052174429484,1.4845684965335595,1.7018664929068414
1LP9_A_183_to_274,2.697394330316947,2.870168597564185,0.2320965972470335,0.1748847057184454,2.814690146465783,2.865263626373727,0.2334991354961259,0.1253273588431642,-0.4282563526446592,-1.1078559750554509,-0.1649809405077942,-0.4282563526446592,-1.1078559750554509,-0.1649809405077942,0.283007426216306,1.2809515380899972,-0.0609148730744357,-0.1990516208908099,-1.3262433315409052,-0.1401810971997625,8.773762019962176,3.548336802444568,3.4133500177121037,1.0124965047127716
6JXR_m_26_to_132,2.178843427495238,2.887850386018704,0.5263304720100687,0.8484506236970739,2.6309495542040913,2.2568162841093784,0.5277021044720156,0.8572926705186215,-0.0521280100325869,1.4483161393963415,-0.1107325505057246,-0.0521280100325869,1.4483161393963415,-0.1107325505057246,0.0791323806366635,-1.4083895158175692,-0.1415252054228255,-0.5781821407865131,0.9860724238313684,-0.0775699053599363,0.3878818430097149,2.1298131036417054,2.6306898025005467,0.6709581549579839
3Q2V_A_6_to_100,2.2398527577370855,2.7304072166135556,0.8914921172101292,0.4905553435933379,2.6577179897693237,2.4401424976743824,0.9023724239500592,0.3816963204793305,-0.1858694322491212,-1.2348709494412686,-0.2764797526372375,-0.1858694322491212,-1.2348709494412686,-0.2764797526372375,-0.126445692910184,1.443709744501057,0.012679101004688,0.7008489147945883,-0.8505790077464335,-0.1388308772438209,5.359190538805509,1.588089660186126,2.0607083015751577,1.1529393505566583
1E9O_A_2_to_150,2.1805732321360782,2.8902339885114476,0.8456837425938705,0.7807279464440641,2.6743064542254515,2.265486399246938,0.8698125123268476,0.7649307041490402,0.1934205582198798,1.2846278975921843,-0.2082231627476176,0.1934205582198798,1.2846278975921843,-0.2082231627476176,-0.0865576698143453,-1.4824627892390412,-0.01757937550527,-0.6441810243081356,0.8553647101864352,-0.2669955610015746,2.218283465765343,0.4045266253265199,3.2163422890537667,0.3889767645974332
1HCF_X_285_to_379,2.345956811170716,2.635047767251233,0.4244921357744573,0.6057922379233459,2.7155540296096365,2.5976121244989314,0.3810409894322295,0.632688322660716,-1.270195543055248,-0.1983984995650409,-0.222799117689963,-1.270195543055248,-0.1983984995650409,-0.222799117689963,1.2723600496598522,0.1104232649675731,-0.2760880329074622,-0.9856487458744376,-0.584270003032278,-0.0284261910172531,6.941006781532626,4.446354977586715,0.8786841278146186,4.427055027457134
6SV2_L_110_to_210,2.522140574330939,2.7753238161867877,0.4011761418299522,0.405238625117163,2.849620724493296,2.732897287779794,0.3646530223071133,0.3966752299481105,-0.0154898122280779,1.303220474289024,-0.2671050305250333,-0.0154898122280779,1.303220474289024,-0.2671050305250333,0.0279420299556945,-1.467932480019063,-0.0989701483344092,-0.3792068861457651,1.180790907756875,-0.0867747953702853,2.7266570648408184,0.1226154847703266,7.071238725604182,1.789050419514646
5AVY_B_77_to_305,2.2652130546127034,2.710612363560821,0.5182320147608056,0.6523427059200217,2.6413471042438235,2.395743914882517,0.5282295670615028,0.6708923115082662,0.0116800983338849,-1.3637580692729618,-0.2066989367241978,0.0116800983338849,-1.3637580692729618,-0.2066989367241978,-0.0848325547296513,1.33654725659989,-0.2178129725903388,0.5298339724767542,-1.002474495262243,-0.1861679554225692,4.959120219762862,1.4987508280842057,1.136110835890647,0.8122031727243378
6WEZ_H_117_to_211,2.439139533545064,2.9115439185822427,0.3202201635254475,0.4790055599501753,2.5448696476820634,2.721685605558503,0.3223297485444962,0.330663694763391,-0.0526197777636616,1.4423846217774052,-0.1170267029228102,-0.0526197777636616,1.4423846217774052,-0.1170267029228102,0.1415791405889443,-1.399895281040202,-0.0950791591284352,-0.3717798330729522,1.1733325424761003,-0.1340558910999001,1.9624503606689483,0.8412694571130408,5.5785542975504825,1.2313781065731269
4A7U_A_1_to_152,2.1780588060028307,2.909893463523894,0.8451363094852291,0.8009985060038247,2.689669255805191,2.2399831775543864,0.855901291389339,0.7964560144236228,-0.001958230012486,-1.431873304112436,-0.1389090414268019,-0.001958230012486,-1.431873304112436,-0.1389090414268019,-0.1029391043115066,1.4474666847748825,-0.0676841764119777,0.8230884557231136,-0.6932794315109114,-0.2343987259214124,5.336944338165952,0.7646665021920676,0.9540384418561842,3.541246706896489
1NCT_A_-2_to_90,2.384836404884218,2.7275363737468834,0.2745286887629907,0.5990401663796197,2.637055246262546,2.885741208052742,0.1653719502642749,0.504474326431371,-0.1283745317449818,1.3923883522752898,-0.1232075460159274,-0.1283745317449818,1.3923883522752898,-0.1232075460159274,-0.1166567823920845,-1.3306557978828617,-0.2089299851397381,-0.2933296582918436,1.261201154896843,0.0961847867297602,2.224269789853968,0.7034948424755593,2.3842642498792017,3.6717101186385306
7WX0_A_3_to_152,2.213322947266447,2.899457847616288,0.8198650774980937,0.7627305887399644,2.7003320094535432,2.2770195171229988,0.8303209713258773,0.7600740062342203,-0.099973156589358,-1.398037572988701,-0.1404198117421442,-0.099973156589358,-1.398037572988701,-0.1404198117421442,-0.0035180502728464,1.4925882841654148,-0.0781285526851038,0.7061128026083248,-0.8125188297573209,-0.2297123895669934,5.556898580010821,1.3243411607464284,0.5927840091663251,2.940312673010162
2O6C_A_30_to_181,2.2893761494153972,2.3800023075238306,0.6664022810721268,0.6976109765503351,2.7302425447041765,2.373154083352881,0.6726344393966067,0.6606195303239089,0.0765904694084362,-1.422275062621865,-0.1269989603788515,0.0765904694084362,-1.422275062621865,-0.1269989603788515,-0.1494522898340569,0.9198321520723074,-0.6278118388178022,0.7400345735674185,-0.8096507899113541,-0.1456288543350141,4.560646214382528,0.0289167957048836,3.696618852085687,1.5226699226744471
1HNG_A_4_to_103,2.2369583065562755,2.7951822176024934,0.741864152210701,0.5895951592770343,2.6848807820072276,2.5236302388114535,0.7361325941109649,0.2944827244774298,-0.2803443149535427,-1.079557938597663,-0.3920141446886223,-0.2803443149535427,-1.079557938597663,-0.3920141446886223,-0.0188967568766549,1.3378893080594048,0.2321108231406041,0.426123770208912,-1.1115209110069793,-0.1608812292928523,5.996025676206425,3.0999948564573927,0.7514063791040361,0.7189699886200313
4JJH_A_36_to_147,2.342782708922912,2.8646688170557932,0.5094431710140925,0.521886515580669,2.65430953972171,2.6572066641617575,0.508141939156389,0.3099380997398391,0.0604196589599128,1.193152063496389,-0.3722948743768377,0.0604196589599128,1.193152063496389,-0.3722948743768377,0.1083071195527256,-1.383506552622006,0.152193568760885,-0.4321759028574363,1.080480151368885,-0.2169132382705749,0.545652079059853,0.3368854888835152,3.0440922473785132,1.2983262234081068
4ZUS_B_3_to_95,2.6672013038754496,2.857236365943132,0.3756705232798614,0.3044616619095365,2.938187221693444,2.7813555065683215,0.3615878454598392,0.3066687032855923,0.1050317241398952,-1.39687232993217,-0.1381144462549763,0.1050317241398952,-1.39687232993217,-0.1381144462549763,-0.1580121852087199,1.3581001209075896,-0.1411839717017906,0.4673890582281417,-1.1022068650608814,-0.0310942427236091,6.082393362804013,1.7109889492312529,0.6342013268172243,0.8909598265244473
3DMK_A_311_to_388,2.414134056782781,2.8757857252053745,0.4915156868141557,0.5683716562145444,2.5104552431962044,2.657711911042454,0.5039980778744919,0.2121171506886116,0.4169194229195598,1.0858746057343596,-0.2329799898159663,0.4169194229195598,1.0858746057343596,-0.2329799898159663,-0.1539204200744914,-1.3071012465861904,0.21238508608703,-0.0710676514435233,1.2475428371227937,-0.3147881179814211,1.115228207070017,2.6087795256844957,1.2058931500236216,3.906187696013341
6UDJ_E_3_to_107,2.218732790908001,2.935999290922053,0.4700987145549105,0.8211685847817379,2.6058827412325796,2.3272106717484133,0.4721345600250952,0.8001903028217873,-0.1212527412155612,1.385441571313591,-0.1395002532803451,-0.1212527412155612,1.385441571313591,-0.1395002532803451,0.1363440399700262,-1.4193115270125438,-0.0656051106969872,-0.5910704920117849,0.9685667589434545,-0.1020255938582221,0.1328520629934738,1.895745566620063,2.514538632302771,0.8180213174026992
6RPR_B_433_to_545,2.3618786911899057,2.8505861952084817,0.8075656584452988,0.9249184901966048,2.909936546010158,2.3804687893310224,0.8079563485923958,0.937121535025757,-0.3354189264228053,1.23276682816903,-0.040361589643969,-0.3354189264228053,1.23276682816903,-0.040361589643969,0.1567437684431905,-1.321626372483271,-0.1920802802986547,-1.1349661896311156,0.4253194983163342,-0.0894115315559809,1.2226298939459377,3.5133032892397935,3.154558071531031,0.4542028031587787
